stem,domain,cell,s,g,y,judge
stem_0008,ml,LH,0,1,6.766196301265154,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0008,ml,HL,1,0,7.22312427261204,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0008,ml,HH,1,1,7.9854183118004585,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0009,ml,LL,0,0,6.025099039077759,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0009,ml,LH,0,1,5.9133481895551085,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0009,ml,HL,1,0,7.041247840970755,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0009,ml,HH,1,1,8.165413709066343,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0011,ml,LL,0,0,6.904398849466816,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0011,ml,LH,0,1,8.277115142111143,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0011,ml,HL,1,0,7.429028238169849,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0011,ml,HH,1,1,8.475016450698604,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0012,ml,LL,0,0,5.640870587347308,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0012,ml,LH,0,1,6.761486917093862,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0012,ml,HL,1,0,7.094298079609871,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0012,ml,HH,1,1,7.940373880788684,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0013,ml,LL,0,0,5.973351633059792,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0013,ml,LH,0,1,6.719526266795583,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0013,ml,HL,1,0,6.862954118849302,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0013,ml,HH,1,1,7.651190176591626,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0014,ml,LL,0,0,6.290172656503273,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0014,ml,LH,0,1,8.509517779639282,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0014,ml,HL,1,0,7.083291489085241,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0014,ml,HH,1,1,8.248250044467568,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0015,ml,LL,0,0,6.106480013942928,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0015,ml,LH,0,1,6.7757807111484,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0015,ml,HL,1,0,6.5133285401389,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0015,ml,HH,1,1,6.493673013756052,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0016,ml,LL,0,0,6.773829081794247,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0016,ml,LH,0,1,5.98262882308336,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0016,ml,HL,1,0,6.74627895836602,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0016,ml,HH,1,1,6.842843695776537,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0017,ml,LL,0,0,5.459924748400226,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0017,ml,LH,0,1,6.3593062422878575,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0017,ml,HL,1,0,6.928295305253414,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0017,ml,HH,1,1,7.9251040365270455,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0021,ml,LL,0,0,5.579668921767734,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0021,ml,LH,0,1,6.789943373500137,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0021,ml,HL,1,0,6.45963302848395,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0021,ml,HH,1,1,7.523699189172476,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0023,ml,LL,0,0,6.247152732743416,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0023,ml,LH,0,1,7.608669009474397,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0023,ml,HL,1,0,6.474911768411403,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0023,ml,HH,1,1,8.151625658825651,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0024,ml,LL,0,0,7.362374086442287,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0024,ml,LH,0,1,8.255926740443101,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0024,ml,HL,1,0,7.126667034463026,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0024,ml,HH,1,1,8.081394914392149,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0025,ml,LL,0,0,7.363324948120862,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0025,ml,LH,0,1,6.549064602237195,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0025,ml,HL,1,0,6.416280803154223,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0025,ml,HH,1,1,7.193074849550612,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0026,ml,LL,0,0,7.0148888463154435,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0026,ml,LH,0,1,6.773169521708041,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0026,ml,HL,1,0,6.549010635004379,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0026,ml,HH,1,1,7.945837215229403,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0027,ml,LL,0,0,6.477463454008102,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0027,ml,LH,0,1,7.480061712034512,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0027,ml,HL,1,0,6.628492047311738,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0027,ml,HH,1,1,8.193821662804112,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0028,ml,LL,0,0,6.785075055522611,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0028,ml,LH,0,1,7.562101007584715,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0028,ml,HL,1,0,7.028229392788489,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0028,ml,HH,1,1,8.542081395091373,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0029,ml,LL,0,0,6.61649894551374,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0029,ml,LH,0,1,7.3640350175555795,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0029,ml,HL,1,0,6.532483550196048,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0029,ml,HH,1,1,7.862378352932865,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0030,ml,LL,0,0,5.941237395629287,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0030,ml,LH,0,1,7.456237352453172,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0030,ml,HL,1,0,7.6573873204761185,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0030,ml,HH,1,1,8.2076183079771,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0033,ml,LL,0,0,6.628199752827641,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0033,ml,LH,0,1,8.079820566505077,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0033,ml,HL,1,0,6.764752811912331,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0033,ml,HH,1,1,8.23006672950578,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0035,ml,LL,0,0,8.330811922787689,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0035,ml,LH,0,1,8.806333479791647,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0035,ml,HL,1,0,8.257813478761818,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0035,ml,HH,1,1,8.7813426512148,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0037,ml,LL,0,0,6.281699064304121,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0037,ml,LH,0,1,7.392574814890395,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0037,ml,HL,1,0,6.716685812512878,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0037,ml,HH,1,1,7.637851132596552,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0038,ml,LL,0,0,6.533582930453122,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0038,ml,LH,0,1,8.032567846938036,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0038,ml,HL,1,0,7.284321629849728,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0038,ml,HH,1,1,7.649470345728332,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0040,ml,LL,0,0,5.544152619317174,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0040,ml,LH,0,1,7.484674440638628,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0040,ml,HL,1,0,6.430816215157392,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0040,ml,HH,1,1,7.553738497401355,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0041,ml,LL,0,0,6.935403503943235,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0041,ml,LH,0,1,7.8236059918417595,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0041,ml,HL,1,0,6.893706448725425,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0041,ml,HH,1,1,8.670967666123033,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0042,ml,LL,0,0,7.4600996357621625,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0042,ml,LH,0,1,7.234832785499748,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0042,ml,HL,1,0,7.190492029447341,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0042,ml,HH,1,1,8.391189364207094,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0045,ml,LL,0,0,6.506619816238526,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0045,ml,LH,0,1,6.311266602802789,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0045,ml,HL,1,0,7.082002211449435,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0045,ml,HH,1,1,7.132503352797357,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0047,ml,LL,0,0,6.576827293989481,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0047,ml,LH,0,1,7.192027028992015,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0047,ml,HL,1,0,7.501266340681468,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0047,ml,HH,1,1,8.17062233883189,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0048,ml,LL,0,0,5.908857291331515,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0048,ml,LH,0,1,7.800788556498446,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0048,ml,HL,1,0,6.746049600013066,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0048,ml,HH,1,1,7.662844160500754,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0050,ml,LL,0,0,5.53980881851021,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0050,ml,LH,0,1,7.697394316634018,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0050,ml,HL,1,0,7.560770522417442,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0050,ml,HH,1,1,8.145782195477295,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0051,ml,LL,0,0,7.012712743366137,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0051,ml,LH,0,1,7.374396954139229,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0051,ml,HL,1,0,6.860274664009921,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0051,ml,HH,1,1,7.114881607121788,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0052,ml,LL,0,0,6.5954275354743,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0052,ml,LH,0,1,8.337572060336242,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0052,ml,HL,1,0,7.254058914695634,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0052,ml,HH,1,1,8.385866229989915,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0054,ml,LL,0,0,6.594356684596278,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0054,ml,LH,0,1,6.7138779743690975,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0054,ml,HL,1,0,6.863442607806064,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0054,ml,HH,1,1,8.155897417178494,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0055,ml,LL,0,0,5.173232627566904,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0055,ml,LH,0,1,6.291560189565644,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0055,ml,HL,1,0,6.101532597094774,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0055,ml,HH,1,1,7.033915140957106,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0056,ml,LL,0,0,6.105439471459249,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0056,ml,LH,0,1,7.787387589167338,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0056,ml,HL,1,0,6.797411338542588,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0056,ml,HH,1,1,7.28518585205893,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0057,ml,LL,0,0,6.634093862550799,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0057,ml,LH,0,1,7.899475886806613,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0057,ml,HL,1,0,6.588412144803442,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0057,ml,HH,1,1,8.445292124262778,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0058,ml,LL,0,0,6.14047998317983,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0058,ml,LH,0,1,7.932115069968859,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0058,ml,HL,1,0,7.598735417006537,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0058,ml,HH,1,1,8.363727517593361,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0059,ml,LL,0,0,7.107357823639177,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0059,ml,LH,0,1,8.241565289928985,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0059,ml,HL,1,0,7.411745646822965,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0059,ml,HH,1,1,8.360314947291045,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0063,ml,LL,0,0,7.031618995475583,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0063,ml,LH,0,1,7.705945121357217,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0063,ml,HL,1,0,7.060696335858665,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0063,ml,HH,1,1,8.23723908559623,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0064,ml,LL,0,0,6.679643784998916,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0064,ml,LH,0,1,7.158058855042327,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0064,ml,HL,1,0,8.11274103447795,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0064,ml,HH,1,1,8.6437936075381,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0066,ml,LL,0,0,5.967110916797537,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0066,ml,LH,0,1,7.4746279586688615,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0066,ml,HL,1,0,6.870889805126353,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0066,ml,HH,1,1,8.374177752317337,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0068,ml,LL,0,0,5.416176038561389,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0068,ml,LH,0,1,6.5755622573778965,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0068,ml,HL,1,0,6.968065644585295,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0068,ml,HH,1,1,7.202019619740895,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0069,ml,LL,0,0,6.416210234630853,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0069,ml,LH,0,1,7.298965055088047,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0069,ml,HL,1,0,6.43612909084186,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0069,ml,HH,1,1,7.5628624544388,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0070,ml,LL,0,0,6.583766478346661,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0070,ml,LH,0,1,6.738583726109937,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0070,ml,HL,1,0,7.2348071745509515,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0070,ml,HH,1,1,8.119523887457035,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0071,ml,LL,0,0,6.247157418576535,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0071,ml,LH,0,1,7.074614663200919,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0071,ml,HL,1,0,7.463554491478135,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0071,ml,HH,1,1,8.322861498847487,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0073,ml,LL,0,0,5.165552724240115,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0073,ml,LH,0,1,6.3491812535212375,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0073,ml,HL,1,0,6.999663636495825,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0073,ml,HH,1,1,8.095264018003945,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0074,ml,LL,0,0,5.967062650248408,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0074,ml,LH,0,1,8.042708172593848,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0074,ml,HL,1,0,6.534207925200462,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0074,ml,HH,1,1,8.639161690676701,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0075,ml,LL,0,0,7.039208269154187,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0075,ml,LH,0,1,8.404060827866488,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0075,ml,HL,1,0,7.44375223480165,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0075,ml,HH,1,1,6.933576276205713,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0076,ml,LL,0,0,5.444219019380398,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0076,ml,LH,0,1,8.472093713913637,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0076,ml,HL,1,0,5.827103340874601,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0076,ml,HH,1,1,8.723464619317383,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0078,ml,LL,0,0,5.909203727671411,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0078,ml,LH,0,1,7.34309267536446,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0078,ml,HL,1,0,6.593144448241219,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0078,ml,HH,1,1,7.541469576273812,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0079,ml,LL,0,0,5.220781217562035,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0079,ml,LH,0,1,5.589268081064802,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0079,ml,HL,1,0,6.161486131430138,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0079,ml,HH,1,1,6.978536886541406,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0080,ml,LL,0,0,4.710480357054621,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0080,ml,LH,0,1,7.024247201392427,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0080,ml,HL,1,0,6.147312868386507,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0080,ml,HH,1,1,7.484242026876018,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0082,ml,LL,0,0,5.821908481331775,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0082,ml,LH,0,1,7.416242477920605,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0082,ml,HL,1,0,6.270172696444206,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0082,ml,HH,1,1,6.449832838377915,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0084,ml,LL,0,0,6.678910293150693,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0084,ml,LH,0,1,6.296723736566491,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0084,ml,HL,1,0,6.5535420998348854,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0084,ml,HH,1,1,7.838548628424178,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0085,ml,LL,0,0,6.74210271119955,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0085,ml,LH,0,1,7.615376509784255,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0085,ml,HL,1,0,7.073948947341705,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0085,ml,HH,1,1,7.831432293991384,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0087,ml,LL,0,0,6.2755198259837925,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0087,ml,LH,0,1,7.900277340086177,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0087,ml,HL,1,0,7.656888150726445,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0087,ml,HH,1,1,8.380775611294666,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0089,ml,LL,0,0,6.690370209515095,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0089,ml,LH,0,1,7.212240248802118,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0089,ml,HL,1,0,6.476477063726634,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0089,ml,HH,1,1,7.1606427079532295,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0090,ml,LL,0,0,5.553873457014561,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0090,ml,LH,0,1,6.582932570949197,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0090,ml,HL,1,0,7.485217918991111,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0090,ml,HH,1,1,7.9616356941187405,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0091,ml,LL,0,0,6.645974942017347,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0091,ml,LH,0,1,6.029510859167203,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0091,ml,HL,1,0,7.194647504482418,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0091,ml,HH,1,1,8.083482238420402,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0092,econ,LL,0,0,7.747032283805311,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0092,econ,LH,0,1,7.795350463362411,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0092,econ,HL,1,0,7.4013421210693195,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0092,econ,HH,1,1,8.091023450542707,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0093,econ,LL,0,0,7.015026230103103,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0093,econ,LH,0,1,7.177376005041879,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0093,econ,HL,1,0,7.472401429200545,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0093,econ,HH,1,1,7.699979405995691,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0094,econ,LL,0,0,5.998677118681371,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0094,econ,LH,0,1,6.862251326208934,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0094,econ,HL,1,0,6.028759537497535,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0094,econ,HH,1,1,6.30833161668852,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0095,econ,LL,0,0,6.5876206597313285,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0095,econ,LH,0,1,8.043180883832974,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0095,econ,HL,1,0,5.716946224449202,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0095,econ,HH,1,1,8.191997114452533,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0096,econ,LL,0,0,4.732813715934753,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0096,econ,LH,0,1,5.576604534639046,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0096,econ,HL,1,0,7.340301886666566,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0096,econ,HH,1,1,7.464136335533112,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0097,econ,LL,0,0,6.198679105611518,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0097,econ,LH,0,1,6.786944182822481,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0097,econ,HL,1,0,7.011170919984579,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0097,econ,HH,1,1,7.664942643372342,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0098,econ,LL,0,0,5.832944201654755,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0098,econ,LH,0,1,7.167489005427342,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0098,econ,HL,1,0,5.941935156675754,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0098,econ,HH,1,1,7.5895264674472855,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0100,econ,LL,0,0,7.271252811420709,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0100,econ,LH,0,1,8.08328450517729,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0100,econ,HL,1,0,7.408462646853877,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
stem_0100,econ,HH,1,1,8.07143449160867,nvidia/Llama-3.1-Nemotron-Nano-8B-v1
